"Organization","EIN","UEI","Federal.grantor","Federal.CFDA.Number","Contract.Number","Passed.through.to.subrecipients","Federal.Expenditures","Direct.Pass.Program","Grantor","Program.Title","Type.of.Program","Funding.Source","Amount.Per.San.Diegan","Amount.Per.PEH","Combined","Category","Year","X","X.1","X.2","X.3","X.4","X.5","ExpenditureType"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Homeland Security","97.024","N/A","1,082,884","123,721","Pass-Through","Emergency Food and Shelter Program (EFSP) Phase 36","Emergency Food and Shelter Program","Emergency Food and Shelter National Board Program","Federal","$0.04","#N/A","Emergency Food and Shelter Program|Emergency Food and Shelter National Board Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Homeland Security","97.024","N/A","0","24,625","Pass-Through","Emergency Food and Shelter Program (EFSP) Phase 36","Emergency Food and Shelter Program","Emergency Food and Shelter National Board Program","Federal","$0.01","#N/A","Emergency Food and Shelter Program|Emergency Food and Shelter National Board Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.567","N/A","0","35,778","Pass-Through","United States Conference of Catholic Bishops and ORR","None","Refugee and Entrant Assistance - Voluntary Agency Programs","Federal","$0.01","#N/A","None|Refugee and Entrant Assistance - Voluntary Agency Programs","#N/A",2020,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.584","N/A","3,957","0","Direct Program","Office of Refugee Resettlement","Wilson/Fish Project Targeted Assistance","Refugee and Entrant Assistance Targeted Assistance Grants","Federal","$0.00","#N/A","Wilson/Fish Project Targeted Assistance|Refugee and Entrant Assistance Targeted Assistance Grants","#N/A",2020,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of State Bureau of Population, Refugees, and Migration","19.51","N/A","0","135,591","Pass-Through","United States Conference of Catholic Bishops Reception","Immigration &  Nationality Act (R&P),  – Refugee & Placement II","U.S. Refugee Admissions Program","Federal","$0.04","#N/A","Immigration &  Nationality Act (R&P),  – Refugee & Placement II|U.S. Refugee Admissions Program","#N/A",2020,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Homeland Security","97.024","N/A","4,043,922","0","Pass-Through","Emergency Food and Shelter Program EFSP Phase 38","Emergency Food and Shelter Program","Emergency Food and Shelter National Board Program","Federal","$0.00","#N/A","Emergency Food and Shelter Program|Emergency Food and Shelter National Board Program","#N/A",2021,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Homeland Security","97.024","N/A","4,216,549","1,084,858","Pass-Through","Emergency Food and Shelter Program EFSP","ARPA &SAHA","Emergency Food and Shelter National Board Program","Federal","$0.33","#N/A","ARPA &SAHA|Emergency Food and Shelter National Board Program","#N/A",2021,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","","14.218","0","24,500","Pass-Through","City of El Centro","House of Hope","Community Development Block Grants/Entitlement Grants","Federal","$0.01","#N/A","House of Hope|Community Development Block Grants/Entitlement Grants","#N/A",2021,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","","14.218","0","127,061","Pass-Through","City of Carlsbad","La Posada De Guadalupe Operations","Community Development Block Grants/Entitlement Grants","Federal","$0.04","#N/A","La Posada De Guadalupe Operations|Community Development Block Grants/Entitlement Grants","#N/A",2021,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.566","521603","0","521,735","Pass-Through","County of San Diego","Refugee Health Assessment Program","Refugee and Entrant Assistance - State Administered Programs","Federal","$0.16","#N/A","Refugee Health Assessment Program|Refugee and Entrant Assistance - State Administered Programs","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.569","544433","0","6,854","Pass-Through","County of San Diego","Family Self Sufficiency","Community Services Block Grant","Federal","$0.00","#N/A","Family Self Sufficiency|Community Services Block Grant","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.569","544433","0","596","Pass-Through","County of San Diego","Family Self Sufficiency","Community Services Block Grant","Federal","$0.00","#N/A","Family Self Sufficiency|Community Services Block Grant","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.566","546544","0","450,501","Pass-Through","County of San Diego","Refugee Health Assessment Program","Refugee and Entrant Assistance State/Replacement Designee Administered Programs","Federal","$0.14","#N/A","Refugee Health Assessment Program|Refugee and Entrant Assistance State/Replacement Designee Administered Programs","#N/A",2018,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.576","546544","0","19,916","Pass-Through","County of San Diego","Refugee Health Assessment Program","Refugee and Entrant Assistance Discretionary Grants","Federal","$0.01","$4.56","Refugee Health Assessment Program|Refugee and Entrant Assistance Discretionary Grants","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.566","546544","0","112,100","Pass-Through","County of San Diego","Refugee Health Assessment Program","Refugee and Entrant Assistance State/Replacement Designee Administered Programs","Federal","$0.03","$25.69","Refugee Health Assessment Program|Refugee and Entrant Assistance State/Replacement Designee Administered Programs","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.566","546544","0","330,342","Pass-Through","County of San Diego","Refugee Health Assessment Program","Refugee and Entrant Assistance State/Replacement Designee Administered Programs","Federal","$0.10","#N/A","Refugee Health Assessment Program|Refugee and Entrant Assistance State/Replacement Designee Administered Programs","#N/A",2020,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.566","546544","0","74,800","Pass-Through","County of San Diego","Refugee Health Assessment Program","Refugee and Entrant Assistance State/Replacement Designee Administered Programs","Federal","$0.02","#N/A","Refugee Health Assessment Program|Refugee and Entrant Assistance State/Replacement Designee Administered Programs","#N/A",2021,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.959","548606","0","125,000","Pass-Through","County of San Diego","Alcohol and Drug Services - Rachel's Women's Center","Block Grants for Prevention and Treatment of Substance Abuse","Federal","$0.04","#N/A","Alcohol and Drug Services - Rachel's Women's Center|Block Grants for Prevention and Treatment of Substance Abuse","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.959","548606","0","136,250","Pass-Through","County of San Diego","Alcohol and Drug Services - Rachel's Women's Center","Block Grants for Prevention and Treatment of Substance Abuse","Federal","$0.04","#N/A","Alcohol and Drug Services - Rachel's Women's Center|Block Grants for Prevention and Treatment of Substance Abuse","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.959","548606","0","388,716","Pass-Through","County of San Diego","Alcohol and Drug Services - Rachel's Women's Center","Block Grants for Prevention and Treatment of Substance Abuse","Federal","$0.12","$89.07","Alcohol and Drug Services - Rachel's Women's Center|Block Grants for Prevention and Treatment of Substance Abuse","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.231","556440","0","88,884","Pass-Through","Interfaith Community Services","La Posada","Emergency Solutions Grant Program","Federal","$0.03","#N/A","La Posada|Emergency Solutions Grant Program","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.231","556440","0","84,569","Pass-Through","Interfaith Community Services","Rachel's Night Center","Emergency Solutions Grant Program","Federal","$0.03","#N/A","Rachel's Night Center|Emergency Solutions Grant Program","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.231","556440","0","35,089","Pass-Through","Interfaith Community Services","Rapid Rehousing","Emergency Solutions Grant Program","Federal","$0.01","#N/A","Rapid Rehousing|Emergency Solutions Grant Program","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","US Department of Agriculture","10.561","12-10122/12-3060","0","$28,940","Pass-Through","California Association of Food Banks","Food Stamp Outreach","Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.01","#N/A","Food Stamp Outreach|Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","US Department of Agriculture","10.561","12-10632","0","61,922","Pass-Through","Catholic Charities of California","SNAP/Ed/NEOP/FRC","Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.02","#N/A","SNAP/Ed/NEOP/FRC|Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","US Department of Agriculture","10.561","12-10632","0","6,350","Pass-Through","Catholic Charities of California","SNAP/Ed/NEOP/HMS","Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.00","#N/A","SNAP/Ed/NEOP/HMS|Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","US Department of Agriculture","10.561","12-10632","0","2,289","Pass-Through","Catholic Charities of California","SNAP/Ed/NEOP/HWS","Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.00","#N/A","SNAP/Ed/NEOP/HWS|Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","US Department of Agriculture","10.561","12-10632/12-3060","0","35,489","Pass-Through","Catholic Charities of California","Food Stamp Outreach","Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.01","#N/A","Food Stamp Outreach|Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","US Department of Agriculture","10.561","13-3065","0","147,363","Pass-Through","Catholic Charities of California","SNAP/Ed/NEOP/FRC","Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.04","#N/A","SNAP/Ed/NEOP/FRC|Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","US Department of Agriculture","10.561","13-3065","0","8,301","Pass-Through","Catholic Charities of California","SNAP/Ed/NEOP/HMS","Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.00","#N/A","SNAP/Ed/NEOP/HMS|Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","US Department of Agriculture","10.561","13-3065","0","1,131","Pass-Through","Catholic Charities of California","SNAP/Ed/NEOP/HWS","Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","Federal","$0.00","#N/A","SNAP/Ed/NEOP/HWS|Catholic Charities of California State Administrative Matching Grants for the Supplemental Nutrition Assistance Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.566","1331CARSOC","0","25,765","Direct Program","Office of Refugee Resettlement","Wilson/Fish Project Social Services","Refugee and Entrant Assistance - State Administered Programs","Federal","$0.01","#N/A","Wilson/Fish Project Social Services|Refugee and Entrant Assistance - State Administered Programs","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.566","1331CARSOC","15,025","50,496","Direct Program","Office of Refugee Resettlement","Wilson/Fish Project Social Services","Refugee and Entrant Assistance Targeted Assistance Grants","Federal","$0.02","#N/A","Wilson/Fish Project Social Services|Refugee and Entrant Assistance Targeted Assistance Grants","#N/A",2018,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.584","13A1CARTAG","11,476","11,935","Direct Program","Office of Refugee Resettlement","Wilson/Fish Project Targeted Assistance","Refugee and Entrant Assistance - Wilson/Fish Project Targeted Assistance Grants:","Federal","$0.00","#N/A","Wilson/Fish Project Targeted Assistance|Refugee and Entrant Assistance - Wilson/Fish Project Targeted Assistance Grants:","#N/A",2016,NA,NA,NA,NA,NA,"","Prevention"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.231","14-ESG-10264","0","120,000","Pass-Through","California Department of Housing and Community Development","Our Lady of Guadalupe","Emergency Solutions Grant Program: California Department of Housing and Community Development","Federal","$0.04","#N/A","Our Lady of Guadalupe|Emergency Solutions Grant Program: California Department of Housing and Community Development","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.231","14-ESG-10266","0","150,000","Pass-Through","California Department of Housing and Community Development","La Posada","Emergency Solutions Grant Program: California Department of Housing and Community Development","Federal","$0.05","#N/A","La Posada|Emergency Solutions Grant Program: California Department of Housing and Community Development","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
